timestamp,price,imbalance_5,imbalance_20,imbalance_50,market_delta_10s,trade_speed_10s,label_next_price
2026-05-29 18:57:05,73049.65,0.7501,0.6369,0.6047,0.2255,114,
2026-05-29 18:57:15,73122.75,0.7665,0.7346,0.6677,9.095,524,
2026-05-29 18:57:25,73155.85,0.3398,0.5025,0.5659,3.1741,650,
2026-05-29 18:57:35,73134.65,0.8663,0.678,0.6871,-0.8024,109,
2026-05-29 18:57:45,73150.65,0.682,0.8271,0.6286,0.2824,38,
2026-05-29 18:57:55,73137.35,0.1425,0.3292,0.5601,-0.7929,71,
2026-05-29 18:58:05,73128.25,0.2354,0.4437,0.5338,-1.7541,232,
2026-05-29 18:58:15,73149.75,0.8958,0.8157,0.7605,0.4798,74,
2026-05-29 18:58:25,73144.35,0.2644,0.4598,0.5868,-0.5302,144,
2026-05-29 18:58:35,73118.25,0.2768,0.358,0.5043,-0.8715,115,
2026-05-29 18:58:45,73120.05,0.1435,0.2372,0.4068,0.2375,102,
2026-05-29 18:58:55,73117.55,0.9579,0.8202,0.5844,-0.6349,98,
2026-05-29 18:59:05,73122.15,0.518,0.5449,0.5758,-0.0058,43,
2026-05-29 18:59:15,73111.45,0.7403,0.4658,0.3966,1.6351,99,
2026-05-29 18:59:25,73113.65,0.3598,0.3811,0.3391,0.1141,14,
2026-05-29 18:59:35,73099.05,0.0515,0.1515,0.23,-0.5118,71,
2026-05-29 18:59:45,73092.75,0.6561,0.5625,0.5289,-1.2314,73,
2026-05-29 18:59:55,73098.65,0.7269,0.6349,0.5563,0.4261,51,
2026-05-29 19:00:05,73090.45,0.7081,0.6596,0.5938,-0.4006,265,
2026-05-29 19:00:15,73088.45,0.2183,0.3636,0.5571,-0.3574,99,
2026-05-29 19:00:25,73101.95,0.8796,0.7614,0.7529,0.2566,87,
2026-05-29 19:00:35,73083.15,0.1915,0.2471,0.2683,-1.3429,127,
2026-05-29 19:00:45,73064.05,0.7644,0.6312,0.6496,-0.9476,161,
2026-05-29 19:00:55,73029.85,0.2001,0.3513,0.4514,-0.5334,151,
2026-05-29 19:01:05,73006.05,0.4055,0.4089,0.6269,-0.5107,59,
2026-05-29 19:01:15,73029.85,0.5312,0.5601,0.679,0.9297,113,
2026-05-29 19:01:25,73033.85,0.3552,0.4551,0.6329,-0.4461,92,
2026-05-29 19:01:35,73092.85,0.3653,0.422,0.5023,1.4362,171,
2026-05-29 19:01:45,73104.25,0.3278,0.3843,0.501,0.5445,102,
2026-05-29 19:01:55,73130.15,0.4478,0.3999,0.3777,15.056,182,
2026-05-29 19:02:05,73140.05,0.476,0.5403,0.4554,0.7054,123,
2026-05-29 19:02:15,73141.55,0.5236,0.5244,0.6119,0.77,81,
2026-05-29 19:02:25,73156.75,0.1943,0.3559,0.5373,0.2639,146,
2026-05-29 19:02:35,73099.05,0.6072,0.5928,0.5101,-2.0902,168,
2026-05-29 19:02:45,73099.75,0.689,0.6727,0.5872,0.1302,47,
2026-05-29 19:02:55,73112.75,0.6659,0.6244,0.5657,1.1918,87,
2026-05-29 19:03:05,73120.95,0.588,0.6467,0.5142,-1.0405,111,
2026-05-29 19:03:15,73106.95,0.3283,0.3709,0.5381,-0.7657,110,
2026-05-29 19:03:25,73135.65,0.2758,0.3696,0.4193,0.0014,187,
2026-05-29 19:03:35,73143.65,0.916,0.7717,0.6781,0.5023,54,
2026-05-29 19:03:45,73133.15,0.5027,0.5384,0.6291,-1.4405,63,
2026-05-29 19:03:55,73169.75,0.8448,0.7877,0.6774,0.789,114,
2026-05-29 19:04:05,73167.55,0.0646,0.2168,0.4889,-0.3987,167,
2026-05-29 19:04:15,73194.85,0.4465,0.4989,0.6478,4.4837,187,
2026-05-29 19:04:25,73198.15,0.7429,0.6862,0.8165,-1.358,113,
2026-05-29 19:04:35,73255.15,0.3489,0.4955,0.6458,2.2021,246,
2026-05-29 19:04:45,73292.95,0.1391,0.4499,0.5565,0.8184,372,
2026-05-29 19:04:55,73301.65,0.4045,0.5658,0.6245,0.5429,174,
2026-05-29 19:05:05,73335.45,0.6331,0.6395,0.7256,3.1078,512,
2026-05-29 19:05:15,73370.35,0.6324,0.69,0.823,-0.7603,351,
2026-05-29 19:05:25,73340.85,0.4312,0.5056,0.7141,-1.2222,300,
2026-05-29 19:05:35,73318.85,0.1604,0.3739,0.5336,0.5264,145,
2026-05-29 19:05:45,73322.85,0.6191,0.6222,0.6703,0.0008,178,
2026-05-29 19:05:55,73299.35,0.5247,0.5537,0.5802,-0.3568,144,
2026-05-29 19:06:05,73334.85,0.2842,0.3277,0.5156,2.5654,226,
2026-05-29 19:06:15,73343.65,0.5482,0.555,0.62,0.7605,83,
2026-05-29 19:06:25,73325.55,0.2602,0.2946,0.3841,2.2578,181,
2026-05-29 19:06:35,73314.55,0.4978,0.5128,0.5806,-1.2903,169,
2026-05-29 19:06:45,73346.25,0.3344,0.4682,0.6029,-1.1319,185,
2026-05-29 19:06:55,73358.85,0.1235,0.2506,0.3796,2.5757,107,
2026-05-29 19:07:05,73381.25,0.6158,0.6678,0.8446,1.1424,142,
2026-05-29 19:07:15,73460.25,0.9321,0.6066,0.8099,3.8093,785,
2026-05-29 19:07:25,73488.15,0.1993,0.3826,0.6225,1.3642,409,
2026-05-29 19:07:35,73507.45,0.3745,0.4448,0.6061,2.6708,456,
2026-05-29 19:07:45,73506.75,0.0473,0.2167,0.4536,-2.9964,355,
2026-05-29 19:07:55,73480.45,0.3602,0.4682,0.6224,0.9183,153,
2026-05-29 19:08:05,73514.75,0.3636,0.5504,0.6949,0.5071,165,
2026-05-29 19:08:15,73536.75,0.4923,0.6352,0.7598,1.8058,278,
2026-05-29 19:08:25,73571.15,0.18,0.3931,0.6913,4.627,511,
2026-05-29 19:08:35,73552.75,0.1642,0.2564,0.5343,-0.6917,211,
2026-05-29 19:08:45,73548.15,0.6286,0.5901,0.0923,-0.223,210,
2026-05-29 19:08:55,73544.15,0.7385,0.647,0.0599,-0.6723,290,
2026-05-29 19:09:05,73597.05,0.4744,0.437,0.5611,62.8198,759,
2026-05-29 19:09:15,73556.65,0.7853,0.659,0.7659,-3.1054,407,
2026-05-29 19:09:25,73580.75,0.3425,0.3889,0.5308,1.32,248,
2026-05-29 19:09:35,73623.85,0.4135,0.5484,0.7714,1.5799,247,
2026-05-29 19:09:45,73638.65,0.1969,0.456,0.6779,1.9774,315,
2026-05-29 19:09:55,73670.05,0.3204,0.3714,0.557,2.5061,645,
2026-05-29 19:10:05,73698.25,0.9323,0.9353,0.9183,-0.5349,481,
2026-05-29 19:10:15,73643.85,0.7366,0.6629,0.5502,-1.6376,461,
2026-05-29 19:10:25,73695.55,0.8441,0.6751,0.5798,0.788,203,
2026-05-29 19:10:35,73677.05,0.1815,0.2866,0.4572,-1.0222,209,
2026-05-29 19:10:45,73632.95,0.8987,0.7577,0.6287,-1.4164,203,
2026-05-29 19:10:55,73685.55,0.7303,0.643,0.5694,0.5449,160,
2026-05-29 19:11:05,73696.45,0.5403,0.526,0.7628,-2.7219,105,
2026-05-29 19:11:15,73721.15,0.5404,0.6329,0.7024,1.8497,151,
2026-05-29 19:11:25,73714.95,0.5391,0.5579,0.6962,-0.4075,186,
2026-05-29 19:11:35,73726.05,0.7757,0.8026,0.8812,0.2763,190,
2026-05-29 19:11:45,73722.85,0.7875,0.6021,0.7557,-0.4733,83,
2026-05-29 19:11:55,73727.75,0.8629,0.6273,0.7822,-0.3681,224,
2026-05-29 19:12:05,73694.05,0.5334,0.4608,0.613,1.9467,223,
2026-05-29 19:12:15,73703.15,0.4953,0.5516,0.5564,0.9424,129,
2026-05-29 19:12:25,73691.95,0.5535,0.4357,0.3891,-3.5513,176,
2026-05-29 19:12:35,73706.85,0.7303,0.7028,0.5794,0.0714,108,
2026-05-29 19:12:46,73722.85,0.2249,0.2747,0.3967,0.5089,178,
2026-05-29 19:12:56,73732.85,0.6852,0.6142,0.5774,-0.1048,88,
2026-05-29 19:13:06,73739.95,0.2492,0.4234,0.4813,1.6963,369,
2026-05-29 19:13:16,73739.15,0.7858,0.7206,0.6054,-0.229,45,
2026-05-29 19:13:26,73744.45,0.5047,0.6802,0.6756,0.1224,31,
2026-05-29 19:13:36,73725.55,0.4521,0.4663,0.3815,-3.0446,99,
2026-05-29 19:13:46,73727.75,0.6576,0.5354,0.4823,-0.1226,217,
2026-05-29 19:13:56,73726.65,0.096,0.2807,0.3875,-0.9621,82,
2026-05-29 19:14:06,73695.65,0.0218,0.1098,0.2281,-2.2283,376,
2026-05-29 19:14:16,73668.85,0.3658,0.3711,0.3969,-0.7655,266,
2026-05-29 19:14:26,73699.65,0.246,0.3659,0.5816,0.9416,163,
2026-05-29 19:14:36,73681.65,0.4433,0.3309,0.3537,-0.9364,80,
2026-05-29 19:14:46,73680.65,0.1389,0.2508,0.4382,-1.0995,125,
2026-05-29 19:14:56,73701.15,0.3431,0.3594,0.3661,1.06,85,
2026-05-29 19:15:06,73707.45,0.2254,0.3355,0.3418,-0.0597,140,
2026-05-29 19:15:16,73718.85,0.0791,0.1949,0.252,-0.5049,231,
2026-05-29 19:15:26,73733.85,0.7139,0.6114,0.5607,1.9891,252,
2026-05-29 19:15:36,73719.35,0.596,0.4354,0.3666,-0.4345,203,
2026-05-29 19:15:46,73741.45,0.2542,0.3069,0.3866,1.4209,200,
2026-05-29 19:15:56,73730.25,0.1196,0.1477,0.238,-0.2363,203,
2026-05-29 19:16:06,73710.05,0.0107,0.1064,0.4055,-0.4519,113,
2026-05-29 19:16:16,73718.75,0.5257,0.4573,0.4929,0.8417,96,
2026-05-29 19:16:26,73688.05,0.072,0.1893,0.4109,-0.8061,196,
2026-05-29 19:16:36,73620.65,0.5062,0.5071,0.5043,-1.1969,237,
2026-05-29 19:16:46,73606.25,0.4115,0.3719,0.3354,-1.0333,276,
2026-05-29 19:16:56,73590.85,0.0439,0.1265,0.4235,-0.2272,177,
2026-05-29 19:17:06,73589.15,0.7732,0.6237,0.4506,0.4853,188,
2026-05-29 19:17:16,73609.75,0.2826,0.4537,0.5719,1.4742,255,
2026-05-29 19:17:26,73597.05,0.1913,0.3082,0.4058,-0.914,216,
2026-05-29 19:17:36,73591.45,0.547,0.4865,0.5707,-0.0742,49,
2026-05-29 19:17:46,73597.15,0.4679,0.4423,0.592,0.7016,175,
2026-05-29 19:17:56,73590.85,0.7652,0.6038,0.4757,0.1292,61,
2026-05-29 19:18:06,73533.35,0.1358,0.2208,0.3858,-7.1925,422,
2026-05-29 19:18:16,73539.85,0.2742,0.4024,0.5305,0.0845,131,
2026-05-29 19:18:26,73545.05,0.3566,0.5037,0.6948,-0.6841,148,
2026-05-29 19:18:36,73575.15,0.1509,0.3268,0.3837,0.8531,164,
2026-05-29 19:18:46,73559.75,0.0452,0.1903,0.3666,-0.6057,145,
2026-05-29 19:18:56,73569.65,0.3423,0.4772,0.5886,0.567,65,
2026-05-29 19:19:06,73564.95,0.2968,0.4192,0.6723,-0.702,104,
2026-05-29 19:19:16,73564.85,0.2979,0.3928,0.6058,-0.1019,51,
2026-05-29 19:19:26,73574.95,0.4023,0.4794,0.657,0.0478,88,
2026-05-29 19:19:36,73565.55,0.6678,0.5359,0.3987,-6.5164,207,
2026-05-29 19:19:46,73606.05,0.8989,0.7024,0.618,1.4237,131,
2026-05-29 19:19:56,73640.35,0.3066,0.5349,0.7182,5.2146,241,
2026-05-29 19:20:06,73615.25,0.6063,0.4799,0.65,-1.1275,148,
2026-05-29 19:20:16,73599.25,0.1871,0.2807,0.4683,-0.3066,96,
2026-05-29 19:20:26,73565.15,0.1037,0.9351,0.9088,-3.0437,267,
2026-05-29 19:20:36,73549.35,0.112,0.2516,0.2941,-37.0896,143,
2026-05-29 19:20:46,73560.35,0.5549,0.5164,0.632,1.6458,210,
2026-05-29 19:20:56,73543.45,0.0381,0.1608,0.2922,1.6552,101,
2026-05-29 19:21:06,73532.15,0.1309,0.228,0.4049,-0.2254,39,
2026-05-29 19:21:16,73546.05,0.7403,0.7167,0.5662,1.0653,173,
2026-05-29 19:21:26,73557.35,0.9029,0.7197,0.6573,0.1112,103,
2026-05-29 19:21:36,73593.65,0.8035,0.6654,0.558,2.5089,140,
2026-05-29 19:21:46,73587.75,0.9515,0.8373,0.7289,0.6428,110,
2026-05-29 19:21:56,73571.75,0.3266,0.3781,0.5081,-0.3853,79,
2026-05-29 19:22:06,73578.45,0.6489,0.5262,0.5702,0.2071,40,
2026-05-29 19:22:16,73552.45,0.4654,0.447,0.4017,-1.2585,107,
2026-05-29 19:22:26,73550.45,0.3937,0.436,0.567,-0.4048,123,
2026-05-29 19:22:36,73572.85,0.8802,0.7418,0.7466,0.4573,83,
2026-05-29 19:22:46,73584.25,0.2864,0.3539,0.4326,1.1709,171,
2026-05-29 19:22:56,73585.35,0.1375,0.2714,0.4749,-1.1786,61,
2026-05-29 19:23:06,73572.85,0.3574,0.3537,0.3478,-0.2128,63,
2026-05-29 19:23:16,73562.75,0.1669,0.2419,0.3771,1.0663,96,
2026-05-29 19:23:26,73551.45,0.3182,0.3568,0.3487,0.26,121,
2026-05-29 19:23:36,73563.25,0.3742,0.4304,0.5538,0.1466,111,
2026-05-29 19:23:46,73550.75,0.9436,0.7916,0.594,-0.4119,124,
2026-05-29 19:23:56,73589.45,0.8997,0.6703,0.5429,1.332,205,
2026-05-29 19:24:06,73591.05,0.5119,0.489,0.5205,-0.0157,37,
2026-05-29 19:24:16,73582.45,0.1577,0.189,0.2793,-0.5425,58,
2026-05-29 19:24:26,73588.25,0.8414,0.7117,0.6309,0.316,53,
2026-05-29 19:24:36,73582.35,0.6024,0.5224,0.4803,-3.3506,121,
2026-05-29 19:24:46,73609.95,0.6989,0.6163,0.6011,1.3691,98,
2026-05-29 19:24:56,73595.85,0.1634,0.2577,0.3039,-0.4185,55,
2026-05-29 19:25:06,73570.75,0.2946,0.31,0.3045,-0.6215,155,
2026-05-29 19:25:16,73528.35,0.1238,0.2787,0.3152,-0.5258,77,
2026-05-29 19:25:26,73518.95,0.3953,0.4971,0.4954,0.1492,99,
2026-05-29 19:25:36,73505.65,0.5827,0.4853,0.4602,-0.9239,93,
2026-05-29 19:25:46,73492.85,0.491,0.3897,0.3757,-0.6409,96,
2026-05-29 19:25:56,73489.35,0.0475,0.1678,0.2029,-0.0776,29,
2026-05-29 19:26:06,73497.05,0.5736,0.5181,0.6093,0.6733,172,
2026-05-29 19:26:16,73502.15,0.3809,0.4164,0.5232,0.0814,68,
2026-05-29 19:26:26,73518.55,0.2257,0.2935,0.4795,-0.5919,91,
2026-05-29 19:26:36,73497.15,0.086,0.2399,0.4639,-1.4026,129,
2026-05-29 19:26:46,73534.95,0.8502,0.7522,0.6002,2.5891,154,
2026-05-29 19:26:56,73561.45,0.0793,0.1309,0.3686,0.3785,90,
2026-05-29 19:27:06,73579.45,0.4736,0.401,0.2577,0.1349,173,
2026-05-29 19:27:16,73593.15,0.159,0.0886,0.2126,0.4754,65,
2026-05-29 19:27:26,73585.55,0.7655,0.5473,0.3556,-1.137,187,
2026-05-29 19:27:36,73545.55,0.3973,0.4393,0.5449,-3.5375,171,
2026-05-29 19:27:46,73572.45,0.3192,0.3561,0.5718,5.6372,439,
2026-05-29 19:27:56,73563.45,0.5408,0.4893,0.4472,-0.574,121,
2026-05-29 19:28:06,73585.15,0.2745,0.3891,0.3347,1.1979,95,
2026-05-29 19:28:16,73662.15,0.2308,0.4004,0.5701,15.4386,731,
2026-05-29 19:28:26,73706.25,0.4617,0.4874,0.6568,1.3302,187,
2026-05-29 19:28:36,73716.05,0.6276,0.5656,0.6487,-0.3695,218,
2026-05-29 19:28:46,73714.05,0.199,0.3508,0.6229,-1.4509,184,
2026-05-29 19:28:56,73707.35,0.1047,0.2848,0.5576,-0.3867,236,
2026-05-29 19:29:06,73742.45,0.3369,0.482,0.6312,0.5457,233,
2026-05-29 19:29:16,73721.35,0.267,0.2812,0.5346,-1.0582,212,
2026-05-29 19:29:26,73711.35,0.1059,0.2279,0.477,-0.5877,36,
2026-05-29 19:29:36,73692.05,0.346,0.3511,0.3593,-5.3618,194,
2026-05-29 19:29:46,73706.85,0.8437,0.6466,0.6193,0.2113,180,
2026-05-29 19:29:56,73696.45,0.567,0.5619,0.6996,-1.1556,78,
2026-05-29 19:30:06,73695.25,0.6874,0.6594,0.5261,-0.5629,239,
2026-05-29 19:30:16,73698.15,0.4442,0.5222,0.6236,0.2495,144,
2026-05-29 19:30:26,73725.25,0.7306,0.6214,0.7374,0.5828,145,
2026-05-29 19:30:36,73744.55,0.2111,0.4176,0.6703,-0.5282,150,
2026-05-29 19:30:46,73795.15,0.6516,0.6098,0.7936,1.735,217,
2026-05-29 19:30:56,73814.95,0.5973,0.7254,0.7754,1.9106,288,
2026-05-29 19:31:06,73784.95,0.1946,0.2903,0.5238,0.0187,287,
2026-05-29 19:31:16,73808.45,0.7317,0.6841,0.6746,0.2434,211,
2026-05-29 19:31:26,73831.55,0.1347,0.2764,0.4012,1.1097,232,
2026-05-29 19:31:36,73849.45,0.5429,0.7102,0.8243,2.438,159,
2026-05-29 19:31:46,73874.95,0.7441,0.7716,0.8204,-0.4116,329,
2026-05-29 19:31:56,73844.95,0.4692,0.3905,0.522,-2.5226,575,
2026-05-29 19:32:06,73869.65,0.5281,0.435,0.285,1.7349,210,
2026-05-29 19:32:16,73882.55,0.5039,0.288,0.3442,0.1471,161,
2026-05-29 19:32:26,73878.55,0.848,0.4565,0.5624,-1.1474,309,
2026-05-29 19:32:36,73888.35,0.2786,0.3727,0.5044,-0.1015,150,
2026-05-29 19:32:46,73899.95,0.5317,0.5858,0.7579,4.3952,259,
2026-05-29 19:32:56,73892.55,0.5951,0.4607,0.6254,-1.6572,283,
2026-05-29 19:33:06,73892.65,0.6269,0.4133,0.6624,-0.7017,152,
2026-05-29 19:33:16,73993.95,0.2231,0.3132,0.5054,13.7254,1683,
2026-05-29 19:33:26,74023.45,0.1564,0.3176,0.5079,-2.7863,1334,
2026-05-29 19:33:36,73993.55,0.1108,0.2099,0.3211,-1.2869,563,
2026-05-29 19:33:46,74014.15,0.6073,0.4762,0.4414,-1.3002,361,
2026-05-29 19:33:56,74043.75,0.1121,0.2603,0.4657,0.0269,161,
2026-05-29 19:34:06,74069.25,0.4728,0.6431,0.8553,-0.3087,291,
2026-05-29 19:34:16,74096.15,0.1318,0.2323,0.5263,1.1011,507,
2026-05-29 19:34:26,74075.25,0.298,0.2997,0.4969,-0.6716,488,
2026-05-29 19:34:36,74059.45,0.9122,0.7278,0.6474,-2.8796,356,
2026-05-29 19:34:46,74076.25,0.7314,0.6273,0.5223,-0.7446,442,
2026-05-29 19:34:56,74050.55,0.4244,0.3768,0.5855,-3.0305,487,
2026-05-29 19:35:06,74069.65,0.1407,0.2647,0.378,-0.9991,362,
2026-05-29 19:35:16,74041.45,0.3887,0.4643,0.5497,-0.8903,204,
2026-05-29 19:35:26,74033.65,0.6688,0.5483,0.4776,0.1461,292,
2026-05-29 19:35:36,74057.55,0.7138,0.6218,0.6808,-1.9552,228,
2026-05-29 19:35:46,74102.65,0.5837,0.4869,0.6625,2.3134,412,
2026-05-29 19:35:56,74132.65,0.3039,0.3121,0.5992,2.4173,444,
2026-05-29 19:36:06,74170.65,0.1199,0.2407,0.5629,5.1974,533,
2026-05-29 19:36:16,74193.85,0.4512,0.6735,0.8284,0.6781,283,
2026-05-29 19:36:26,74185.35,0.2641,0.5139,0.715,-0.9773,166,
2026-05-29 19:36:36,74181.45,0.5049,0.5083,0.6776,-0.8457,173,
2026-05-29 19:36:46,74138.35,0.3354,0.3921,0.4108,-1.8181,417,
2026-05-29 19:36:56,74156.85,0.3819,0.3732,0.6205,1.2929,126,
2026-05-29 19:37:06,74166.85,0.6643,0.6125,0.6343,-0.2706,184,
2026-05-29 19:37:16,74139.85,0.6301,0.5344,0.5712,-2.263,236,
2026-05-29 19:37:26,74103.75,0.4469,0.3873,0.4063,-3.3852,213,
2026-05-29 19:37:36,74010.25,0.8229,0.697,0.5929,-0.7756,581,
2026-05-29 19:37:46,74002.15,0.0686,0.2724,0.4254,-0.4226,234,
2026-05-29 19:37:56,74028.05,0.7298,0.6706,0.6017,-1.9661,231,
2026-05-29 19:38:06,74018.45,0.4525,0.5435,0.5746,0.465,408,
2026-05-29 19:38:16,74033.45,0.5391,0.4981,0.3156,0.2855,147,
2026-05-29 19:38:26,74097.25,0.1234,0.4012,0.3773,2.1516,178,
2026-05-29 19:38:36,74084.35,0.3094,0.3789,0.4476,-0.0844,410,
